id|identifier|fullName|otherNames|legalForm|predecessor|successor|address|buildingNumber|street|municipality|postalCodes|country|establishmentDate|terminationDate
944315|31657095|MONTRÚR s. r. o. Košice||Spoločnosť s ručením obmedzeným||||21|Medená|Košice|['04017']|Slovenská republika|1992-08-19|
6854656|50219111|ECOSTONE s.r.o.||Spoločnosť s ručením obmedzeným||||1797|Toplianska|Vranov nad Topľou|['09301']|Slovenská republika|2016-03-10|
9048034|50621629|Orchester Vychodňarov||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Nižný Hrabovec|['09421']|Slovenská republika|2016-12-02|
688834|47022329|TORNADONET SK s.r.o.||Spoločnosť s ručením obmedzeným||||217/23|Dujavská|Raslavice|['08641']|Slovenská republika|2013-03-28|
1059609|47372141|CMT Group s. r. o.||Spoločnosť s ručením obmedzeným||||13|Panenská|Bratislava-Staré Mesto|['81103']|Slovenská republika|2013-08-28|
728970|36444618|Brantner Poprad, s.r.o.||Spoločnosť s ručením obmedzeným||||76|Nová|Poprad|['05801']|Slovenská republika|1997-03-10|
3219724|36902225|Ing. Martin Ratkoš - PRO line||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Malý Šariš|['08001']|Slovenská republika|1999-01-11|
729406|44675054|SARA-R Slovakia, s.r.o.||Spoločnosť s ručením obmedzeným||||52/25|Hasičská|Lučivná|['059 31']|Slovenská republika|2009-03-07|
622277|44899831|ELINSS, s. r. o.||Spoločnosť s ručením obmedzeným||||78A/507|Žilinská cesta|Lietavská Lúčka|['01311']|Slovenská republika|2009-08-11|
778452|46758054|Prešovské zdravotníctvo, a.s.||Akciová spoločnosť||||7|Nemocničná|Humenné|['06601']|Slovenská republika|2012-08-28|
9388532|00681156|Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Špitálska 4-6, 81643, Slovenská republika|4-6|Špitálska|Bratislava - mestská časť Staré Mesto|['81643']|Slovenská republika|2005-01-01|
3793186|43094368|Peter Ličko||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||36|Matice slovenskej|Stropkov|['09101']|Slovenská republika|2006-04-03|
622159|47142677|LDB s.r.o.||Spoločnosť s ručením obmedzeným||||118||Remeniny|['09431']|Slovenská republika|2013-05-07|
611861|45943958|CEPRAS s.r.o.||Spoločnosť s ručením obmedzeným||||20|Priemyselná štvrť|Sabinov|['08301']|Slovenská republika|2010-12-03|
3796585|32036078|Martin Mikula - MARKO||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||6|Tehelná|Giraltovce|['08701']|Slovenská republika|1992-05-22|
4654634|42384800|Pro futuro hradu Čičva||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Sedliská|['09409']|Slovenská republika|2014-10-02|
2736829|41961188|Mgr. Gabriela Macková - ALCHEMILLA||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||20|Komenského|Vranov nad Topľou|['09302']|Slovenská republika|2006-02-07|
1817732|42104629|Ing. Slávka Molčanyiová, PhD.||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Klokočov|['07236']|Slovenská republika|2009-10-28|
748345|43769292|Suntel Slovakia s.r.o.||Spoločnosť s ručením obmedzeným||||8|Mojmírova|Košice|['04001']|Slovenská republika|2007-10-19|
2718186|34897003|Ján Kažik - PNEUSERVIS||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||76|Dlhá|Vranov nad Topľou|['09301']|Slovenská republika|1997-04-16|
1070720|36022047|SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik||Štátny podnik||||2|Karloveská|Bratislava - mestská časť Karlova Ves|['84104']|Slovenská republika|1997-07-01|
9371444|00332712|Obec Prosačov||Obec (obecný úrad), mesto (mestský úrad)|||Prosačov, 16, 09431, Slovenská republika|||Prosačov|['09431']|Slovenská republika|1973-07-01|
745248|36836907|CONSTRUCTOR - EU s.r.o.||Spoločnosť s ručením obmedzeným||||14|Šoltésovej|Bratislava - mestská časť Staré Mesto|['811 08']|Slovenská republika|2007-09-22|
995069|35919001|Národná diaľničná spoločnosť, a.s.||Akciová spoločnosť||||14|Dúbravská cesta|Bratislava|['84104']|Slovenská republika|2005-02-01|
9370363|00332305|Obec Čičava||Obec (obecný úrad), mesto (mestský úrad)|||Čičava, 41, 09301, Slovenská republika|||Čičava|['09301']|Slovenská republika|1973-07-01|
9832067|00188778|Centrum pre deti a rodiny Vranov nad Topľou||Rozpočtová organizácia|||Vranov nad Topľou, Dr. C. Daxnera 90/7|7|Dr. C. Daxnera|Vranov nad Topľou|['09301']|Slovenská republika|1986-01-01|
00000001|17316219|Geodetický a kartografický ústav Bratislava, Chlumeckého 4, 827 45 Bratislava|||Ústav||||4|Chlumeckého|Bratislava|['827 45']|Slovenská republika|
00000002|37870173|Správa katastra Prešov||Rozpočtová organizácia|||Konštantínova 6, 080 01 Prešov, Slovenská republika|||Prešov|['080 01']|Slovenská republika|2002-01-01|17765805| |Chybny zaznam||||||||||Slovenská republika||
17765806|20210587|Chybny zaznam||||||||||Slovenská republika||
17765807|30854687|Chybny zaznam||||||||||Slovenská republika||
17765808|57711923|Chybny zaznam||||||||||Slovenská republika||
17765809|31047344|Chybny zaznam||||||||||Slovenská republika||
17765810|00000000|Chybny zaznam||||||||||Slovenská republika||
17765811|50 349 2|Chybny zaznam||||||||||Slovenská republika||
17765812|14357798|Chybny zaznam||||||||||Slovenská republika||
17765813|30854678|Chybny zaznam||||||||||Slovenská republika||
17765814|50622499|Chybny zaznam||||||||||Slovenská republika||
17765815|3648250|Chybny zaznam||||||||||Slovenská republika||
17765816|0000001|Chybny zaznam||||||||||Slovenská republika||
17765817|37827731|Chybny zaznam||||||||||Slovenská republika||
17765818|37872061|Chybny zaznam||||||||||Slovenská republika||
17765819|3602247|Chybny zaznam||||||||||Slovenská republika||
17765820|32035078|Chybny zaznam||||||||||Slovenská republika||
17765821|332933|Chybny zaznam||||||||||Slovenská republika||
17765822|53857441|Chybny zaznam||||||||||Slovenská republika||
17765823|26500213|Chybny zaznam||||||||||Slovenská republika||
17765824|039691|Chybny zaznam||||||||||Slovenská republika||
17765825|NS/1-900|Chybny zaznam||||||||||Slovenská republika||
17765826|40552543|Chybny zaznam||||||||||Slovenská republika||
17765827|10.04.19|Chybny zaznam||||||||||Slovenská republika||
17765828|59916173|Chybny zaznam||||||||||Slovenská republika||
17765829|65560562|Chybny zaznam||||||||||Slovenská republika||
17765830|46476648|Chybny zaznam||||||||||Slovenská republika||
17765831|53648218|Chybny zaznam||||||||||Slovenská republika||
17765832|48072354|Chybny zaznam||||||||||Slovenská republika||
17765833| 0015165|Chybny zaznam||||||||||Slovenská republika||
17765834|53788826|Chybny zaznam||||||||||Slovenská republika||
17765835|IČO: 444|Chybny zaznam||||||||||Slovenská republika||
17765836| 31 595 |Chybny zaznam||||||||||Slovenská republika||
17765837|45736369|Chybny zaznam||||||||||Slovenská republika||
17765838|00321168|Chybny zaznam||||||||||Slovenská republika||
17765839|0015186|Chybny zaznam||||||||||Slovenská republika||
17765840|151653|Chybny zaznam||||||||||Slovenská republika||
17765841|50342987|Chybny zaznam||||||||||Slovenská republika||
17765842|12096019|Chybny zaznam||||||||||Slovenská republika||
17765843|40294773|Chybny zaznam||||||||||Slovenská republika||
17765844|36979798|Chybny zaznam||||||||||Slovenská republika||
17765845|14007407|Chybny zaznam||||||||||Slovenská republika||
17765846|00000|Chybny zaznam||||||||||Slovenská republika||
17765847|33269009|Chybny zaznam||||||||||Slovenská republika||
17765848|31 651 5|Chybny zaznam||||||||||Slovenská republika||
17765849|35279621|Chybny zaznam||||||||||Slovenská republika||
17765850|3647508|Chybny zaznam||||||||||Slovenská republika||
17765851|DEUS|Chybny zaznam||||||||||Slovenská republika||
17765852|45 736 3|Chybny zaznam||||||||||Slovenská republika||
17765853|36 450 8|Chybny zaznam||||||||||Slovenská republika||
17765854|48909513|Chybny zaznam||||||||||Slovenská republika||
17765855|44 873 9|Chybny zaznam||||||||||Slovenská republika||
17765856|42 181 8|Chybny zaznam||||||||||Slovenská republika||
17765857|42086540|Chybny zaznam||||||||||Slovenská republika||
17765858|10312965|Chybny zaznam||||||||||Slovenská republika||
17765859|850 05 |Chybny zaznam||||||||||Slovenská republika||
17765860|41947164|Chybny zaznam||||||||||Slovenská republika||
17765861|43237654|Chybny zaznam||||||||||Slovenská republika||
17765862|35556706|Chybny zaznam||||||||||Slovenská republika||
17765863|00735833|Chybny zaznam||||||||||Slovenská republika||
17765864|42077508|Chybny zaznam||||||||||Slovenská republika||
17765865|31 575 9|Chybny zaznam||||||||||Slovenská republika||
17765866|17 335 3|Chybny zaznam||||||||||Slovenská republika||
17765867|50341420|Chybny zaznam||||||||||Slovenská republika||
17765868|35540249|Chybny zaznam||||||||||Slovenská republika||
17765869|52209645|Chybny zaznam||||||||||Slovenská republika||
17765870|30622123|Chybny zaznam||||||||||Slovenská republika||
17765871|0016197|Chybny zaznam||||||||||Slovenská republika||
17765872|42156422|Chybny zaznam||||||||||Slovenská republika||
17765873|17335344|Chybny zaznam||||||||||Slovenská republika||
17765874|36 514 7|Chybny zaznam||||||||||Slovenská republika||
17765875|364 864 |Chybny zaznam||||||||||Slovenská republika||
17765876|35520361|Chybny zaznam||||||||||Slovenská republika||
17765877|317 848 |Chybny zaznam||||||||||Slovenská republika||
17765878|44 228 8|Chybny zaznam||||||||||Slovenská republika||
17765879|36 467 9|Chybny zaznam||||||||||Slovenská republika||
17765880|36 205 2|Chybny zaznam||||||||||Slovenská republika||
17765881|55 108 7|Chybny zaznam||||||||||Slovenská republika||
17765882|36 569 3|Chybny zaznam||||||||||Slovenská republika||
17765883|47 84 34|Chybny zaznam||||||||||Slovenská republika||
17765884|47 136 2|Chybny zaznam||||||||||Slovenská republika||
17765885|52 233 2|Chybny zaznam||||||||||Slovenská republika||
17765886|3621145|Chybny zaznam||||||||||Slovenská republika||
17765887|36235846|Chybny zaznam||||||||||Slovenská republika||
17765888|50 711 9|Chybny zaznam||||||||||Slovenská republika||
17765889|360 378 |Chybny zaznam||||||||||Slovenská republika||
17765890|31 713 6|Chybny zaznam||||||||||Slovenská republika||
17765891|36 839 0|Chybny zaznam||||||||||Slovenská republika||
17765892|34 570 9|Chybny zaznam||||||||||Slovenská republika||
17765893|3079436|Chybny zaznam||||||||||Slovenská republika||
17765894|37873324|Chybny zaznam||||||||||Slovenská republika||
17765895|42 137 5|Chybny zaznam||||||||||Slovenská republika||
17765896|3315741|Chybny zaznam||||||||||Slovenská republika||
17765897|37 870 4|Chybny zaznam||||||||||Slovenská republika||
17765898|00 332 9|Chybny zaznam||||||||||Slovenská republika||
17765899|51776990|Chybny zaznam||||||||||Slovenská republika||
17765900|00735710|Chybny zaznam||||||||||Slovenská republika||
17765901| 3670526|Chybny zaznam||||||||||Slovenská republika||
17765902|IČO36599|Chybny zaznam||||||||||Slovenská republika||
17765903|332 933|Chybny zaznam||||||||||Slovenská republika||
17765904|Ševčenko|Chybny zaznam||||||||||Slovenská republika||
17765905|3157595|Chybny zaznam||||||||||Slovenská republika||
17765906|42239711|Chybny zaznam||||||||||Slovenská republika||
17765907|5328089|Chybny zaznam||||||||||Slovenská republika||
17765908|00332441|Chybny zaznam||||||||||Slovenská republika||
17765909|00332303|Chybny zaznam||||||||||Slovenská republika||
17765910|48508046|Chybny zaznam||||||||||Slovenská republika||
17765911|35196023|Chybny zaznam||||||||||Slovenská republika||
17765912|51484048|Chybny zaznam||||||||||Slovenská republika||
17765913|43010466|Chybny zaznam||||||||||Slovenská republika||
17765914|37944315|Chybny zaznam||||||||||Slovenská republika||
17765915|34410821|Chybny zaznam||||||||||Slovenská republika||
17765916|319592|Chybny zaznam||||||||||Slovenská republika||
17765917|18040391|Chybny zaznam||||||||||Slovenská republika||
17765918|00002895|Chybny zaznam||||||||||Slovenská republika||
17765919|151866|Chybny zaznam||||||||||Slovenská republika||
17765920|164348|Chybny zaznam||||||||||Slovenská republika||
17765921|00544426|Chybny zaznam||||||||||Slovenská republika||
